age,education,black,hispanic,married,nodegree,re74,re75
29,17,0,0,1,0,3526.68017578125,15217.7421875
22,12,1,0,0,0,3579.58032226562,17133.38671875
27,12,0,0,1,0,3722.60693359375,254.22581481933602
27,15,0,0,1,0,3722.60693359375,4654.8388671875
20,12,1,0,0,0,3730.44409179688,8951.61328125
27,12,1,0,1,0,3918.53369140625,1994.41943359375
23,12,1,0,1,0,3918.53369140625,2864.51611328125
23,12,1,0,1,0,3918.53369140625,11637.0966796875
22,12,0,0,1,0,3918.53369140625,15396.7744140625
31,12,1,0,1,0,3918.53369140625,18440.322265625
26,17,0,0,0,0,4173.23828125,11637.0966796875
20,12,0,0,1,0,4310.38720703125,0.0
30,17,0,0,1,0,4310.38720703125,4296.7744140625
42,16,0,0,0,0,4398.55419921875,17903.2265625
21,14,0,0,1,0,4506.3134765625,9309.677734375
25,16,0,0,1,0,4604.27685546875,2954.0322265625
27,15,0,0,1,0,4702.240234375,0.0
26,17,0,0,1,0,4702.240234375,19693.548828125
29,16,0,0,1,0,4800.20361328125,17187.09765625
20,12,0,0,0,0,4811.95947265625,716.129028320312
52,12,0,0,1,0,4898.1669921875,0.0
23,17,0,0,0,0,4898.1669921875,2148.38720703125
21,14,0,0,1,0,4898.1669921875,7161.29052734375
24,16,0,0,0,0,4898.1669921875,8951.61328125
30,17,0,0,1,0,4898.1669921875,12084.6767578125
25,17,0,0,0,0,4996.13037109375,17414.46875
21,12,0,0,1,0,5094.09375,6803.2255859375
28,12,0,0,1,0,5094.09375,10741.9345703125
20,12,0,0,1,0,5182.2607421875,6266.12890625
36,16,0,0,0,0,5290.0205078125,4833.87109375
19,12,1,0,0,0,5387.98388671875,8056.45166015625
21,12,1,0,1,0,5868.00390625,3043.54833984375
47,12,0,0,1,0,5868.00390625,9513.7744140625
24,16,0,0,1,0,5877.80029296875,4833.87109375
24,12,1,0,1,0,5877.80029296875,8951.61328125
25,17,0,0,1,0,5877.80029296875,10562.9033203125
21,16,0,0,1,0,5877.80029296875,10562.9033203125
31,12,1,0,1,0,5877.80029296875,11064.1943359375
26,14,0,0,1,0,5877.80029296875,13427.4189453125
22,12,1,0,0,0,5891.51513671875,10367.7578125
20,13,1,0,0,0,5897.39306640625,12532.2578125
20,13,0,1,1,0,6073.72705078125,10025.8056640625
27,14,0,0,1,0,6269.65380859375,0.0
26,12,0,0,0,0,6269.65380859375,11637.0966796875
23,17,0,0,1,0,6367.6171875,5370.9677734375
23,12,1,0,0,0,6494.96923828125,12532.2578125
22,12,1,0,0,0,6583.13671875,4475.806640625
21,12,1,0,0,0,6661.50732421875,11458.0654296875
21,12,0,0,1,0,6661.50732421875,12532.2578125
28,14,0,0,1,0,6739.8779296875,7877.41943359375
27,12,1,0,1,0,6855.474609375,0.0
25,14,0,0,0,0,6857.43359375,1790.32263183594
30,12,0,0,1,0,6857.43359375,3222.58056640625
27,13,1,0,1,0,6857.43359375,4096.25830078125
22,13,0,0,0,0,6857.43359375,6266.12890625
23,16,0,0,1,0,6857.43359375,14143.5478515625
24,12,1,0,1,0,6857.43359375,14322.5810546875
19,13,0,0,0,0,6857.43359375,15217.7421875
21,14,0,0,1,0,6974.98974609375,11407.9345703125
29,17,0,0,1,0,7053.3603515625,7161.29052734375
27,16,0,0,1,0,7053.3603515625,11637.0966796875
28,15,0,0,1,0,7249.287109375,15217.7421875
26,12,0,0,1,0,7406.0283203125,0.0
54,12,0,0,1,0,7445.2138671875,0.0
28,15,1,0,0,0,7445.2138671875,0.0
27,15,0,0,1,0,7445.2138671875,10741.9345703125
26,13,0,0,0,0,7449.13232421875,5729.0322265625
21,12,0,0,1,0,7523.58447265625,7934.70947265625
53,14,1,0,1,0,7641.140625,8421.677734375
21,13,0,0,1,0,7688.1630859375,12743.515625
22,13,0,0,0,0,7739.10400390625,3759.67749023438
27,16,0,0,0,0,7837.0673828125,0.0
37,15,0,1,1,0,7837.0673828125,179.032257080078
33,13,0,0,0,0,7837.0673828125,3580.64526367188
19,12,1,0,0,0,7837.0673828125,3759.67749023438
28,12,0,0,1,0,7837.0673828125,4475.806640625
32,12,1,0,1,0,7837.0673828125,5370.9677734375
24,12,0,0,0,0,7837.0673828125,5370.9677734375
22,12,0,0,0,0,7837.0673828125,7497.87109375
20,12,1,0,1,0,7837.0673828125,8951.61328125
23,12,0,0,1,0,7837.0673828125,8951.61328125
27,12,1,0,1,0,7837.0673828125,8951.61328125
23,12,1,0,1,0,7837.0673828125,12532.2578125
19,12,0,1,1,0,7837.0673828125,12532.2578125
27,14,0,0,0,0,7837.0673828125,14322.5810546875
22,16,0,0,1,0,7837.0673828125,16112.9033203125
42,12,0,0,1,0,7837.0673828125,16112.9033203125
20,13,0,0,0,0,7837.0673828125,17491.451171875
29,13,0,0,0,0,7958.5419921875,0.0
23,12,1,0,1,0,7993.80859375,13427.4189453125
19,12,0,0,1,0,8054.5458984375,9309.677734375
21,12,1,0,1,0,8150.5498046875,13092.62890625
26,12,0,0,1,0,8228.9208984375,13606.4521484375
21,16,0,0,0,0,8228.9208984375,22379.03125
24,12,1,0,1,0,8275.943359375,15416.4677734375
29,12,0,0,1,0,8389.580078125,5908.064453125
26,12,1,0,1,0,8616.85546875,8593.548828125
23,14,1,0,1,0,8675.6337890625,10398.1943359375
25,12,0,0,0,0,8683.470703125,9130.6455078125
21,12,0,0,1,0,8816.7001953125,5729.0322265625
25,12,1,0,0,0,8816.7001953125,6266.12890625
22,12,0,0,1,0,8816.7001953125,9939.87109375
22,12,0,0,1,0,8816.7001953125,10741.9345703125
23,12,1,0,1,0,8816.7001953125,12174.1943359375
18,12,0,0,0,0,8816.7001953125,14322.5810546875
27,12,1,0,0,0,8816.7001953125,14322.5810546875
21,12,1,0,0,0,8816.7001953125,14859.6767578125
25,12,0,0,1,0,8816.7001953125,16112.9033203125
21,13,0,0,1,0,8816.7001953125,17903.2265625
27,12,0,0,1,0,8816.7001953125,44758.06640625
23,12,0,0,1,0,8840.2119140625,7161.29052734375
21,12,0,0,1,0,8867.6416015625,14995.7421875
23,14,1,0,1,0,8934.2568359375,12532.2578125
23,16,1,0,0,0,9012.626953125,16490.66015625
31,17,0,0,1,0,9012.626953125,29465.12890625
27,12,1,0,1,0,9067.486328125,5370.9677734375
21,12,1,0,1,0,9169.3681640625,7161.29052734375
23,12,1,0,1,0,9169.3681640625,8271.2900390625
19,12,0,0,1,0,9208.5537109375,5550.0
46,12,0,0,1,0,9284.9658203125,8504.0322265625
24,12,0,0,1,0,9371.1728515625,2864.51611328125
20,13,0,1,0,0,9404.48046875,0.0
24,17,0,0,1,0,9404.48046875,5370.9677734375
23,12,0,0,1,0,9404.48046875,9130.6455078125
34,12,0,0,1,0,9404.48046875,9166.451171875
35,12,0,0,1,0,9404.48046875,9313.2578125
23,12,0,0,0,0,9404.48046875,11834.0322265625
21,14,1,0,0,0,9420.1552734375,5370.9677734375
21,12,0,1,1,0,9496.56640625,8772.5810546875
26,12,0,0,1,0,9561.2216796875,0.0
23,13,0,0,1,0,9698.37109375,8593.548828125
27,12,0,1,1,0,9698.37109375,11279.0322265625
50,12,0,1,1,0,9788.4970703125,9846.7744140625
27,12,1,0,1,0,9796.333984375,0.0
25,12,0,0,1,0,9796.333984375,2685.48388671875
21,12,1,0,1,0,9796.333984375,4296.7744140625
21,13,0,0,1,0,9796.333984375,8593.548828125
33,12,1,0,0,0,9796.333984375,8951.61328125
19,12,0,0,1,0,9796.333984375,9846.7744140625
20,12,0,0,1,0,9796.333984375,10204.8388671875
22,12,1,0,1,0,9796.333984375,10741.9345703125
32,12,0,0,1,0,9796.333984375,11458.0654296875
24,13,0,0,1,0,9796.333984375,11458.0654296875
29,12,1,0,1,0,9796.333984375,12532.2578125
23,12,1,0,1,0,9796.333984375,12532.2578125
26,14,0,0,1,0,9796.333984375,13427.4189453125
20,12,0,0,1,0,9796.333984375,13427.4189453125
27,12,1,0,1,0,9796.333984375,14322.5810546875
24,12,1,0,1,0,9796.333984375,14322.5810546875
24,17,0,0,0,0,9796.333984375,16112.9033203125
21,13,0,0,0,0,9796.333984375,16112.9033203125
25,12,1,0,1,0,9796.333984375,21483.87109375
30,12,1,0,1,0,9796.333984375,25064.515625
26,12,1,0,0,0,9913.8896484375,10741.9345703125
22,12,0,0,0,0,9951.1162109375,14322.5810546875
47,12,0,0,1,0,9968.7490234375,10523.515625
22,12,0,0,0,0,9992.2607421875,15754.8388671875
31,12,1,0,1,0,10188.1865234375,8951.61328125
35,12,0,0,1,0,10188.1865234375,9309.677734375
49,12,0,0,1,0,10231.291015625,11082.0966796875
25,13,1,0,0,0,10246.96484375,15396.7744140625
23,12,0,0,1,0,10290.0693359375,10562.9033203125
25,17,0,0,1,0,10384.1142578125,22004.85546875
23,16,0,0,1,0,10384.1142578125,26854.83984375
34,17,0,0,0,0,10580.041015625,7161.29052734375
21,12,0,0,1,0,10580.041015625,8056.45166015625
27,12,1,0,0,0,10623.14453125,3222.58056640625
23,12,0,0,1,0,10775.966796875,5370.9677734375
23,12,0,0,1,0,10775.966796875,7161.29052734375
32,17,0,0,0,0,10775.966796875,7161.29052734375
27,12,1,0,1,0,10775.966796875,8951.61328125
24,12,1,0,0,0,10775.966796875,9309.677734375
34,12,0,0,1,0,10775.966796875,11637.0966796875
29,12,0,0,1,0,10775.966796875,12532.2578125
28,14,0,0,1,0,10775.966796875,13427.4189453125
18,12,0,0,0,0,10775.966796875,14322.5810546875
20,12,1,0,0,0,10775.966796875,16372.5
25,13,0,0,1,0,10775.966796875,16739.515625
23,12,1,0,1,0,10775.966796875,20481.2890625
26,17,0,0,1,0,10775.966796875,29182.2578125
24,12,0,0,0,0,10873.9306640625,15754.8388671875
23,12,0,0,1,0,10971.8935546875,10204.8388671875
23,16,0,0,0,0,10971.8935546875,18798.38671875
26,12,1,0,1,0,11167.8212890625,1074.19348144531
46,12,0,0,1,0,11167.8212890625,7161.29052734375
23,12,1,0,1,0,11167.8212890625,7812.9677734375
41,12,0,0,1,0,11167.8212890625,10741.9345703125
19,12,0,0,1,0,11201.1279296875,14143.5478515625
29,12,0,0,1,0,11259.90625,9041.12890625
24,12,1,0,0,0,11285.376953125,13069.35546875
23,12,1,0,0,0,11328.4814453125,2685.48388671875
22,12,0,0,1,0,11363.7470703125,4654.8388671875
21,12,0,0,0,0,11363.7470703125,9667.7421875
27,12,0,0,1,0,11363.7470703125,12532.2578125
37,12,0,0,1,0,11430.36328125,11372.12890625
44,12,0,0,1,0,11559.673828125,7340.32275390625
38,16,0,0,1,0,11559.673828125,7877.41943359375
34,12,0,0,1,0,11755.6005859375,0.0
49,12,0,0,0,0,11755.6005859375,0.0
23,12,0,0,1,0,11755.6005859375,0.0
28,14,1,0,1,0,11755.6005859375,0.0
43,12,0,0,1,0,11755.6005859375,0.0
28,16,0,0,0,0,11755.6005859375,6445.1611328125
29,12,1,0,1,0,11755.6005859375,9846.7744140625
53,12,0,0,1,0,11755.6005859375,9893.322265625
21,12,0,0,1,0,11755.6005859375,10204.8388671875
24,13,1,0,1,0,11755.6005859375,10741.9345703125
21,12,0,0,1,0,11755.6005859375,10741.9345703125
24,12,0,0,1,0,11755.6005859375,11074.9345703125
21,12,0,0,0,0,11755.6005859375,11637.0966796875
23,14,0,0,1,0,11755.6005859375,11637.0966796875
28,12,0,0,1,0,11755.6005859375,12532.2578125
28,12,0,0,1,0,11755.6005859375,12532.2578125
25,17,0,0,1,0,11755.6005859375,12621.7744140625
23,13,0,0,1,0,11755.6005859375,13427.4189453125
30,12,0,0,1,0,11755.6005859375,13635.0966796875
23,12,0,0,1,0,11755.6005859375,13785.484375
26,12,0,0,1,0,11755.6005859375,14322.5810546875
21,12,1,0,1,0,11755.6005859375,14322.5810546875
26,12,0,0,1,0,11755.6005859375,14322.5810546875
25,12,1,0,1,0,11755.6005859375,14322.5810546875
22,12,0,0,1,0,11755.6005859375,14465.8056640625
28,16,0,0,1,0,11755.6005859375,15217.7421875
22,13,1,0,1,0,11755.6005859375,15217.7421875
24,16,0,0,1,0,11755.6005859375,16112.9033203125
27,15,1,0,0,0,11755.6005859375,16744.88671875
19,12,0,0,0,0,11755.6005859375,19335.484375
38,14,0,0,1,0,11755.6005859375,19693.548828125
38,14,0,0,0,0,11755.6005859375,21483.87109375
45,12,0,0,1,0,11771.275390625,11270.0810546875
26,12,1,0,1,0,11775.193359375,14150.7099609375
31,16,0,0,1,0,11784.990234375,9846.7744140625
25,13,1,0,1,0,11931.9345703125,13824.87109375
25,14,0,0,1,0,11973.0791015625,14322.5810546875
22,12,0,0,1,0,12051.4501953125,16025.1767578125
36,12,0,0,1,0,12147.4541015625,13964.515625
27,12,0,0,1,0,12147.4541015625,14322.5810546875
33,12,0,0,1,0,12147.4541015625,16112.9033203125
27,12,0,0,1,0,12147.4541015625,23274.193359375
30,12,1,0,1,0,12225.8251953125,10741.9345703125
46,12,0,0,1,0,12343.380859375,11637.0966796875
23,14,0,0,1,0,12343.380859375,12532.2578125
25,16,0,0,1,0,12343.380859375,13606.4521484375
27,14,0,0,1,0,12419.7919921875,16829.03125
49,16,0,0,1,0,12504.041015625,12353.2255859375
22,12,0,0,1,0,12539.3076171875,12532.2578125
28,16,0,0,1,0,12572.615234375,21483.87109375
24,12,1,0,1,0,12658.8232421875,19693.548828125
37,17,1,0,1,0,12735.234375,1306.935546875
22,13,0,0,0,0,12735.234375,12532.2578125
23,17,0,0,0,0,12735.234375,14322.5810546875
23,12,1,0,0,0,12735.234375,14322.5810546875
26,12,0,0,1,0,12735.234375,14322.5810546875
22,12,0,0,0,0,12735.234375,16112.9033203125
31,14,0,0,1,0,12735.234375,17724.193359375
31,14,0,0,1,0,12735.234375,17724.193359375
54,12,0,0,1,0,12735.234375,17894.2734375
25,16,1,0,1,0,12735.234375,18261.2890625
28,12,1,0,1,0,12735.234375,19693.548828125
19,13,0,0,1,0,12735.234375,19693.548828125
26,17,0,0,1,0,12735.234375,25064.515625
28,12,0,0,1,0,12813.60546875,7161.29052734375
20,12,0,0,1,0,12931.1611328125,2363.22583007812
26,12,0,0,1,0,12931.1611328125,11100.0
25,17,0,0,1,0,12935.0791015625,22379.03125
24,12,0,0,1,0,13029.1240234375,13964.515625
22,12,0,0,1,0,13127.087890625,8951.61328125
27,17,0,0,1,0,13127.087890625,10741.9345703125
26,12,0,0,1,0,13127.087890625,12174.1943359375
27,12,1,0,1,0,13127.087890625,12353.2255859375
19,12,0,0,1,0,13127.087890625,12532.2578125
29,17,0,0,1,0,13127.087890625,19693.548828125
20,12,0,0,1,0,13244.6435546875,8772.5810546875
25,12,0,0,1,0,13291.666015625,14202.62890625
29,16,0,0,1,0,13323.013671875,5370.9677734375
23,14,0,0,0,0,13323.013671875,12174.1943359375
28,12,0,0,1,0,13323.013671875,12532.2578125
30,14,0,0,1,0,13323.013671875,14322.5810546875
26,16,1,0,1,0,13323.013671875,19693.548828125
24,12,0,1,1,0,13493.4697265625,16470.96875
22,12,1,0,1,0,13518.94140625,13427.4189453125
27,12,0,0,1,0,13597.3115234375,15833.61328125
22,12,1,0,1,0,13665.8857421875,17903.2265625
42,13,0,0,1,0,13701.1533203125,0.0
22,12,1,0,1,0,13714.8681640625,0.0
47,12,0,0,1,0,13714.8681640625,0.0
26,12,0,0,1,0,13714.8681640625,716.129028320312
21,12,0,0,1,0,13714.8681640625,3222.58056640625
25,16,0,0,0,0,13714.8681640625,6042.3388671875
25,12,1,0,1,0,13714.8681640625,8235.484375
23,12,0,0,0,0,13714.8681640625,10741.9345703125
33,12,1,0,0,0,13714.8681640625,11100.0
55,16,1,0,1,0,13714.8681640625,11995.1611328125
47,12,1,0,1,0,13714.8681640625,12433.7900390625
20,12,1,0,1,0,13714.8681640625,12532.2578125
26,12,1,0,1,0,13714.8681640625,12532.2578125
31,12,0,0,1,0,13714.8681640625,12532.2578125
30,12,0,0,1,0,13714.8681640625,12532.2578125
21,12,1,0,0,0,13714.8681640625,13339.6943359375
28,17,0,0,1,0,13714.8681640625,13427.4189453125
24,12,0,0,1,0,13714.8681640625,13427.4189453125
28,12,0,0,1,0,13714.8681640625,13606.4521484375
23,12,0,0,0,0,13714.8681640625,14322.5810546875
35,12,0,0,0,0,13714.8681640625,15038.7099609375
27,14,0,0,1,0,13714.8681640625,15217.7421875
23,12,0,0,1,0,13714.8681640625,15754.8388671875
24,12,1,0,1,0,13714.8681640625,16112.9033203125
24,12,0,0,1,0,13714.8681640625,16112.9033203125
39,12,1,0,1,0,13714.8681640625,17008.064453125
33,12,0,0,1,0,13714.8681640625,18082.2578125
45,14,0,0,1,0,13714.8681640625,19102.7421875
45,14,0,0,1,0,13714.8681640625,19102.7421875
27,12,1,0,1,0,13714.8681640625,19425.0
45,17,0,0,1,0,13714.8681640625,23095.16015625
23,16,0,0,0,0,13714.8681640625,25601.61328125
26,17,0,0,1,0,13714.8681640625,29540.322265625
27,14,1,0,0,0,13812.8310546875,17036.7109375
21,14,0,0,1,0,13832.423828125,8777.951171875
20,12,0,0,1,0,13902.95703125,14322.5810546875
29,12,0,0,1,0,13910.7939453125,7161.29052734375
22,12,0,1,1,0,13910.7939453125,8611.451171875
24,12,0,0,0,0,13910.7939453125,13427.4189453125
27,12,0,0,1,0,13910.7939453125,14859.6767578125
23,12,0,0,1,0,14063.6171875,11100.0
24,16,0,0,1,0,14067.5361328125,24706.451171875
23,16,0,0,0,0,14106.720703125,6266.12890625
33,14,0,0,1,0,14106.720703125,14322.5810546875
21,12,0,0,0,0,14106.720703125,17903.2265625
23,12,0,0,1,0,14106.720703125,23453.2265625
20,12,1,0,1,0,14322.240234375,17903.2265625
24,12,0,0,1,0,14373.1806640625,19693.548828125
29,12,1,0,1,0,14392.7744140625,15396.7744140625
34,12,0,0,1,0,14498.57421875,14322.5810546875
44,12,0,0,1,0,14498.57421875,14424.62890625
23,12,0,0,1,0,14498.57421875,19335.484375
26,14,1,0,1,0,14506.4111328125,17187.09765625
51,12,0,0,1,0,14533.8408203125,19245.96875
41,12,0,0,1,0,14684.705078125,23274.193359375
37,13,0,0,1,0,14694.5009765625,8951.61328125
26,16,0,0,1,0,14694.5009765625,11637.0966796875
24,12,1,0,1,0,14694.5009765625,11816.12890625
22,14,1,0,1,0,14694.5009765625,12532.2578125
27,12,1,0,1,0,14694.5009765625,13427.4189453125
23,13,0,0,1,0,14694.5009765625,14322.5810546875
27,12,0,0,1,0,14694.5009765625,14322.5810546875
28,12,1,0,1,0,14694.5009765625,14859.6767578125
21,12,0,0,1,0,14694.5009765625,15217.7421875
28,12,0,0,1,0,14694.5009765625,15933.87109375
22,13,0,0,1,0,14694.5009765625,16112.9033203125
20,12,0,0,1,0,14694.5009765625,16112.9033203125
24,16,0,0,1,0,14694.5009765625,16470.96875
22,12,0,0,1,0,14694.5009765625,16829.03125
27,12,0,1,1,0,14694.5009765625,16829.03125
35,12,1,0,1,0,14694.5009765625,17187.09765625
23,16,0,0,1,0,14694.5009765625,19693.548828125
22,16,0,0,1,0,14694.5009765625,19693.548828125
23,16,0,0,1,0,14694.5009765625,23274.193359375
20,12,0,0,1,0,14694.5009765625,26854.83984375
22,12,1,0,1,0,14790.5048828125,14680.64453125
24,12,0,0,1,0,14890.427734375,719.7096557617191
26,12,0,0,1,0,14890.427734375,10741.9345703125
42,12,1,0,1,0,14988.390625,11185.9345703125
28,15,0,0,1,0,15082.435546875,18619.35546875
24,13,0,0,1,0,15282.28125,14322.5810546875
50,12,0,0,1,0,15282.28125,14322.5810546875
50,12,0,0,1,0,15282.28125,14322.5810546875
28,13,0,0,1,0,15282.28125,14322.5810546875
25,12,0,0,1,0,15282.28125,16112.9033203125
31,12,1,0,0,0,15282.28125,17903.2265625
32,16,1,0,1,0,15282.28125,19693.548828125
22,12,0,0,1,0,15282.28125,19693.548828125
22,13,1,0,1,0,15403.755859375,14320.7900390625
26,12,1,0,1,0,15411.5927734375,8951.61328125
22,12,0,0,1,0,15478.2080078125,8951.61328125
29,12,0,0,0,0,15478.2080078125,14370.9189453125
53,17,0,0,1,0,15478.2080078125,16399.35546875
25,12,0,0,1,0,15478.2080078125,17724.193359375
26,12,1,0,1,0,15478.2080078125,18175.35546875
24,16,0,0,0,0,15587.9267578125,19505.564453125
27,17,0,0,0,0,15674.1337890625,0.0
46,12,0,0,1,0,15674.1337890625,734.0322875976559
25,12,1,0,1,0,15674.1337890625,3738.19360351562
21,13,0,0,0,0,15674.1337890625,4946.6611328125
37,12,0,0,1,0,15674.1337890625,8951.61328125
37,12,0,0,1,0,15674.1337890625,8951.61328125
28,15,1,0,1,0,15674.1337890625,9452.9033203125
22,12,0,0,0,0,15674.1337890625,10741.9345703125
22,12,0,0,0,0,15674.1337890625,11637.0966796875
27,12,0,0,1,0,15674.1337890625,12532.2578125
21,13,1,0,1,0,15674.1337890625,12532.2578125
49,16,0,0,1,0,15674.1337890625,12890.3232421875
26,12,0,0,1,0,15674.1337890625,13427.4189453125
33,14,0,0,1,0,15674.1337890625,13427.4189453125
28,15,0,0,1,0,15674.1337890625,13785.484375
29,17,0,0,1,0,15674.1337890625,14143.5478515625
54,16,1,0,1,0,15674.1337890625,14322.5810546875
25,14,0,1,1,0,15674.1337890625,14322.5810546875
32,12,0,0,1,0,15674.1337890625,14322.5810546875
40,12,0,0,1,0,15674.1337890625,14322.5810546875
40,12,0,0,1,0,15674.1337890625,14322.5810546875
27,16,0,0,1,0,15674.1337890625,14322.5810546875
24,12,0,0,1,0,15674.1337890625,14680.64453125
43,12,0,0,1,0,15674.1337890625,14680.64453125
25,16,0,0,1,0,15674.1337890625,15217.7421875
26,12,1,0,1,0,15674.1337890625,15217.7421875
34,12,1,0,1,0,15674.1337890625,15754.8388671875
21,13,0,0,1,0,15674.1337890625,15933.87109375
21,12,1,0,1,0,15674.1337890625,16112.9033203125
23,12,1,0,1,0,15674.1337890625,16202.4189453125
26,12,0,0,1,0,15674.1337890625,16470.96875
28,14,0,0,1,0,15674.1337890625,16757.419921875
26,17,0,0,1,0,15674.1337890625,16829.03125
20,14,0,0,0,0,15674.1337890625,17008.064453125
26,12,1,0,1,0,15674.1337890625,17983.7890625
21,12,1,0,1,0,15674.1337890625,19693.548828125
41,12,0,0,1,0,15674.1337890625,19693.548828125
28,16,0,0,1,0,15674.1337890625,19693.548828125
23,16,0,0,0,0,15674.1337890625,21483.87109375
22,12,0,0,1,0,15674.1337890625,22916.12890625
27,14,0,1,0,0,15674.1337890625,23274.193359375
26,16,0,0,1,0,15674.1337890625,23274.193359375
54,12,0,0,1,0,15674.1337890625,25064.515625
54,12,0,0,1,0,15674.1337890625,25064.515625
54,12,1,0,0,0,15674.1337890625,25064.515625
37,16,0,0,0,0,15674.1337890625,26854.83984375
32,13,0,0,1,0,15674.1337890625,30435.484375
29,12,0,0,1,0,15678.052734375,17487.87109375
22,13,0,0,1,0,15870.060546875,15826.4521484375
23,12,1,0,1,0,15870.060546875,30435.484375
36,12,0,0,1,0,15873.98046875,12727.4033203125
21,13,0,0,1,0,15960.1865234375,21483.87109375
21,12,0,0,1,0,15987.6171875,16291.9345703125
26,12,1,0,1,0,15987.6171875,17903.2265625
28,12,1,0,1,0,15987.6171875,19693.548828125
43,12,0,0,1,0,15989.576171875,14322.5810546875
27,12,1,0,1,0,16011.1279296875,16112.9033203125
36,17,0,0,0,0,16015.046875,30793.548828125
23,12,0,0,1,0,16065.98828125,4833.87109375
31,12,0,0,1,0,16065.98828125,15038.7099609375
25,14,0,0,1,0,16065.98828125,15217.7421875
35,12,1,0,1,0,16065.98828125,16086.0478515625
23,16,0,0,1,0,16065.98828125,16829.03125
21,12,0,0,1,0,16065.98828125,20588.7109375
22,12,0,0,0,0,16230.56640625,9846.7744140625
36,12,1,0,1,0,16261.9140625,21304.83984375
21,12,0,0,1,0,16306.9775390625,18529.83984375
28,12,0,0,1,0,16393.185546875,13298.515625
24,12,0,1,1,0,16457.841796875,8951.61328125
30,12,0,0,0,0,16457.841796875,14680.64453125
44,12,0,0,1,0,16457.841796875,16112.9033203125
30,12,0,0,1,0,16457.841796875,16650.0
34,12,0,0,1,0,16457.841796875,16829.03125
26,16,0,0,1,0,16457.841796875,21483.87109375
23,16,0,0,1,0,16457.841796875,21483.87109375
20,12,0,0,0,0,16497.025390625,19604.03125
26,13,0,0,0,0,16653.767578125,3580.64526367188
21,12,1,0,1,0,16653.767578125,9846.7744140625
25,12,0,0,1,0,16653.767578125,12181.35546875
23,15,0,0,1,0,16653.767578125,13427.4189453125
25,12,1,0,0,0,16653.767578125,14859.6767578125
28,16,0,0,1,0,16653.767578125,15396.7744140625
38,14,0,0,1,0,16653.767578125,16112.9033203125
29,17,0,0,1,0,16653.767578125,16112.9033203125
24,17,0,0,1,0,16653.767578125,16650.0
25,16,1,0,1,0,16653.767578125,17008.064453125
55,12,0,0,1,0,16653.767578125,17545.16015625
30,14,0,0,1,0,16653.767578125,17545.16015625
21,12,0,0,0,0,16653.767578125,17903.2265625
26,12,0,0,1,0,16653.767578125,17903.2265625
34,12,0,0,1,0,16653.767578125,19532.419921875
22,12,0,0,1,0,16653.767578125,19693.548828125
22,16,0,0,0,0,16653.767578125,22737.09765625
27,15,0,0,0,0,16653.767578125,23274.193359375
26,12,0,0,0,0,16653.767578125,23274.193359375
26,16,0,0,1,0,16653.767578125,24706.451171875
24,14,1,0,1,0,16653.767578125,28466.12890625
26,14,1,0,0,0,16667.482421875,21483.87109375
23,12,1,0,1,0,16708.626953125,10491.2900390625
28,14,0,0,0,0,16849.6953125,12174.1943359375
21,12,0,0,1,0,16849.6953125,15396.7744140625
30,12,0,0,1,0,16849.6953125,17366.12890625
24,12,0,0,1,0,16849.6953125,18619.35546875
51,12,0,0,1,0,16849.6953125,19693.548828125
21,14,0,0,0,0,16849.6953125,19693.548828125
22,14,1,0,1,0,16849.6953125,21125.806640625
24,12,0,0,1,0,16884.9609375,9311.4677734375
23,15,0,0,1,0,16955.494140625,20844.7265625
26,14,0,0,1,0,17045.62109375,25064.515625
45,12,0,0,1,0,17104.3984375,16381.4521484375
46,13,0,0,1,0,17241.548828125,15754.8388671875
29,12,0,0,1,0,17241.548828125,19686.38671875
26,14,0,0,1,0,17241.548828125,20588.7109375
27,16,0,0,1,0,17241.548828125,24885.484375
26,14,0,0,1,0,17437.474609375,7161.29052734375
20,15,0,0,1,0,17437.474609375,8056.45166015625
23,12,0,0,1,0,17437.474609375,12532.2578125
30,16,0,0,1,0,17437.474609375,17867.419921875
24,12,0,0,1,0,17437.474609375,22379.03125
23,12,0,0,1,0,17633.400390625,0.0
34,12,0,0,1,0,17633.400390625,0.0
24,12,0,1,1,0,17633.400390625,4848.193359375
43,12,1,0,1,0,17633.400390625,10741.9345703125
28,14,1,0,1,0,17633.400390625,12532.2578125
20,12,0,0,1,0,17633.400390625,15217.7421875
23,12,1,0,1,0,17633.400390625,15217.7421875
27,14,1,0,1,0,17633.400390625,16112.9033203125
53,12,0,0,1,0,17633.400390625,16112.9033203125
28,16,0,0,1,0,17633.400390625,16112.9033203125
26,12,0,0,1,0,17633.400390625,16112.9033203125
25,15,0,0,1,0,17633.400390625,16112.9033203125
29,14,0,0,1,0,17633.400390625,17187.09765625
26,12,1,0,1,0,17633.400390625,17416.2578125
55,16,0,0,1,0,17633.400390625,17903.2265625
22,12,0,1,1,0,17633.400390625,17903.2265625
33,12,0,0,1,0,17633.400390625,17903.2265625
34,14,0,1,1,0,17633.400390625,17903.2265625
24,12,0,0,1,0,17633.400390625,18440.322265625
24,12,0,0,1,0,17633.400390625,18750.048828125
26,12,1,0,1,0,17633.400390625,18798.38671875
45,12,0,0,1,0,17633.400390625,18798.38671875
22,12,0,0,1,0,17633.400390625,19693.548828125
55,14,0,0,1,0,17633.400390625,19693.548828125
24,12,0,0,1,0,17633.400390625,19693.548828125
